Grade,Subject,Course,Key,Text,Keywords
HS,English Language Arts,English III,23.a,"Provides an analysis that supports and develops personal opinions, as opposed to simply restating existing information;",
HS,English Language Arts,English III,23.b,Uses a variety of formats and rhetorical strategies to argue for the thesis;,
HS,English Language Arts,English III,23.c,Develops an argument that incorporates the complexities of and discrepancies in information from multiple sources and perspectives while anticipating and refuting counter-arguments;,
HS,English Language Arts,English III,23.d,"Uses a style manual (e.g., Modern Language Association, Chicago Manual of Style) to document sources and format written materials; and","mla, apa, "
HS,English Language Arts,English III,23.e,Is of sufficient length and complexity to address the topic.,
HS,English Language Arts,English III,24,Listening and Speaking/Listening. Students will use comprehension skills to listen attentively to others in formal and informal settings. Students will continue to apply earlier standards with greater complexity. Students are expected to:,"pay attention, communication, "
HS,English Language Arts,English III,24.a,Listen responsively to a speaker by framing inquiries that reflect an understanding of the content and by identifying the positions taken and the evidence in support of those positions; and,
HS,English Language Arts,English III,24.b,Evaluate the clarity and coherence of a speaker's message and critique the impact of a speaker's diction and syntax on an audience.,
HS,English Language Arts,English III,25,"Listening and Speaking/Speaking. Students speak clearly and to the point, using the conventions of language. Students will continue to apply earlier standards with greater complexity. Students are expected to give a formal presentation that exhibits a logical structure, smooth transitions, accurate evidence, well-chosen details, and rhetorical devices, and that employs eye contact, speaking rate (e.g., pauses for effect), volume, enunciation, purposeful gestures, and conventions of language to communicate ideas effectively.","presentation, participation, communication, "
HS,English Language Arts,English III,26,"Listening and Speaking/Teamwork. Students work productively with others in teams. Students will continue to apply earlier standards with greater complexity. Students are expected to participate productively in teams, offering ideas or judgments that are purposeful in moving the team towards goals, asking relevant and insightful questions, tolerating a range of positions and ambiguity in decision-making, and evaluating the work of the group based on agreed-upon criteria.","group work, communication, "
HS,English Language Arts,English IV,1,Reading/Vocabulary Development. Students understand new vocabulary and use it when reading and writing. Students are expected to:,
HS,English Language Arts,English IV,1.a,"Determine the meaning of technical academic English words in multiple content areas (e.g., science, mathematics, social studies, the arts) derived from Latin, Greek, or other linguistic roots and affixes;","prefix, suffix, "
HS,English Language Arts,English IV,1.b,Analyze textual context (within a sentence and in larger sections of text) to draw conclusions about the nuance in word meanings;,"connotation, denotation, context clues, "
HS,English Language Arts,English IV,1.c,"Use the relationship between words encountered in analogies to determine their meanings (e.g., synonyms/antonyms, connotation/denotation);","analogy, "
HS,English Language Arts,English IV,1.d,Analyze and explain how the English language has developed and been influenced by other languages; and,
HS,English Language Arts,English IV,1.e,"Use general and specialized dictionaries, thesauri, histories of language, books of quotations, and other related references (printed or electronic) as needed.",
HS,English Language Arts,English IV,2,"Reading/Comprehension of Literary Text/Theme and Genre. Students analyze, make inferences and draw conclusions about theme and genre in different cultural, historical, and contemporary contexts and provide evidence from the text to support their understanding. Students are expected to:",
HS,English Language Arts,English IV,2.a,Compare and contrast works of literature that express a universal theme;,
HS,English Language Arts,English IV,2.b,"Compare and contrast the similarities and differences in classical plays with their modern day novel, play, or film versions; and","shakespeare, macbeth, hamlet, "
HS,English Language Arts,English IV,2.c,"Relate the characters, setting, and theme of a literary work to the historical, social, and economic ideas of its time.",
HS,English Language Arts,English IV,3,"Reading/Comprehension of Literary Text/Poetry. Students understand, make inferences and draw conclusions about the structure and elements of poetry and provide evidence from text to support their understanding. Students are expected to evaluate the changes in sound, form, figurative language, graphics, and dramatic structure in poetry across literary time periods.","poem, "
HS,English Language Arts,English IV,4,"Reading/Comprehension of Literary Text/Drama. Students understand, make inferences and draw conclusions about the structure and elements of drama and provide evidence from text to support their understanding. Students are expected to evaluate how the structure and elements of drama change in the works of British dramatists across literary periods.","play, script, theatre, "
HS,English Language Arts,English IV,5,"Reading/Comprehension of Literary Text/Fiction. Students understand, make inferences and draw conclusions about the structure and elements of fiction and provide evidence from text to support their understanding. Students are expected to:","novel, short story, prose, "
HS,English Language Arts,English IV,5.a,"Analyze how complex plot structures (e.g., subplots) and devices (e.g., foreshadowing, flashbacks, suspense) function and advance the action in a work of fiction;",
HS,English Language Arts,English IV,5.b,Analyze the moral dilemmas and quandaries presented in works of fiction as revealed by the underlying motivations and behaviors of the characters;,"conflict, "
HS,English Language Arts,English IV,5.c,Compare and contrast the effects of different forms of narration across various genres of fiction; and,"first person, third person, "
HS,English Language Arts,English IV,5.d,Demonstrate familiarity with works of fiction by British authors from each major literary period.,
HS,English Language Arts,English IV,6,"Reading/Comprehension of Literary Text/Literary Nonfiction. Students understand, make inferences and draw conclusions about the varied structural patterns and features of literary nonfiction and provide evidence from text to support their understanding. Students are expected to analyze the effect of ambiguity, contradiction, subtlety, paradox, irony, sarcasm, and overstatement in literary essays, speeches, and other forms of literary nonfiction.","biography, journal, article, "
HS,English Language Arts,English IV,7,"Reading/Comprehension of Literary Text/Sensory Language. Students understand, make inferences and draw conclusions about how an author's sensory language creates imagery in literary text and provide evidence from text to support their understanding. Students are expected to analyze how the author's patterns of imagery, literary allusions, and conceits reveal theme, set tone, and create meaning in metaphors, passages, and literary works.","senses, "
HS,English Language Arts,English IV,8,"Reading/Comprehension of Informational Text/Culture and History. Students analyze, make inferences and draw conclusions about the author's purpose in cultural, historical, and contemporary contexts and provide evidence from the text to support their understanding. Students are expected to analyze the consistency and clarity of the expression of the controlling idea and the ways in which the organizational and rhetorical patterns of text support or confound the author's meaning or purpose.",
HS,English Language Arts,English IV,9,"Reading/Comprehension of Informational Text/Expository Text. Students analyze, make inferences and draw conclusions about expository text and provide evidence from text to support their understanding. Students are expected to:","describe, define, "
HS,English Language Arts,English IV,9.a,"Summarize a text in a manner that captures the author's viewpoint, its main ideas, and its elements without taking a position or expressing an opinion;","summary, "
HS,English Language Arts,English IV,9.b,"Explain how authors writing on the same issue reached different conclusions because of differences in assumptions, evidence, reasoning, and viewpoints;",
HS,English Language Arts,English IV,9.c,Make and defend subtle inferences and complex conclusions about the ideas in text and their organizational patterns; and,
HS,English Language Arts,English IV,9.d,"Synthesize ideas and make logical connections (e.g., thematic links, author analysis) among multiple texts representing similar or different genres and technical sources and support those findings with textual evidence.","compare, contrast, "
HS,English Language Arts,English IV,10,"Reading/Comprehension of Informational Text/Persuasive Text. Students analyze, make inferences and draw conclusions about persuasive text and provide evidence from text to support their analysis. Students are expected to:","Argument, Analysis, "
HS,English Language Arts,English IV,10.a,"Evaluate the merits of an argument, action, or policy by analyzing the relationships (e.g., implication, necessity, sufficiency) among evidence, inferences, assumptions, and claims in text; and",
HS,English Language Arts,English IV,10.b,Draw conclusions about the credibility of persuasive text by examining its implicit and stated assumptions about an issue as conveyed by the specific use of language.,
HS,English Language Arts,English IV,11,Reading/Comprehension of Informational Text/Procedural Texts. Students understand how to glean and use information in procedural texts and documents. Students are expected to:,"How To, "
HS,English Language Arts,English IV,11.a,Draw conclusions about how the patterns of organization and hierarchic structures support the understandability of text; and,
HS,English Language Arts,English IV,11.b,"Evaluate the structures of text (e.g., format, headers) for their clarity and organizational coherence and for the effectiveness of their graphic representations.",
HS,English Language Arts,English IV,12,"Reading/Media Literacy. Students use comprehension skills to analyze how words, images, graphics, and sounds work together in various forms to impact meaning. Students will continue to apply earlier standards with greater depth in increasingly more complex texts. Students are expected to:",
HS,English Language Arts,English IV,12.a,Evaluate how messages presented in media reflect social and cultural views in ways different from traditional texts;,
HS,English Language Arts,English IV,12.b,"Evaluate the interactions of different techniques (e.g., layout, pictures, typeface in print media, images, text, sound in electronic journalism) used in multi-layered media;",
HS,English Language Arts,English IV,12.c,"Evaluate how one issue or event is represented across various media to understand the notions of bias, audience, and purpose; and",
HS,English Language Arts,English IV,12.d,Evaluate changes in formality and tone across various media for different audiences and purposes.,
HS,English Language Arts,English IV,13,"Writing/Writing Process. Students use elements of the writing process (planning, drafting, revising, editing, and publishing) to compose text. Students are expected to:",
HS,English Language Arts,English IV,13.a,"Plan a first draft by selecting the correct genre for conveying the intended meaning to multiple audiences, determining appropriate topics through a range of strategies (e.g., discussion, background reading, personal interests, interviews), and developing a thesis or controlling idea;","prewriting, "
HS,English Language Arts,English IV,13.b,"Structure ideas in a sustained and persuasive way (e.g., using outlines, note taking, graphic organizers, lists) and develop drafts in timed and open-ended situations that include transitions and the rhetorical devices to convey meaning;",
HS,English Language Arts,English IV,13.c,"Revise drafts to clarify meaning and achieve specific rhetorical purposes, consistency of tone, and logical organization by rearranging the words, sentences, and paragraphs to employ tropes (e.g., metaphors, similes, analogies, hyperbole, understatement, rhetorical questions, irony), schemes (e.g., parallelism, antithesis, inverted word order, repetition, reversed structures), and by adding transitional words and phrases;","revision, "
HS,English Language Arts,English IV,13.d,"Edit drafts for grammar, mechanics, and spelling; and","punctuation, "
HS,English Language Arts,English IV,13.e,Revise final draft in response to feedback from peers and teacher and publish written work for appropriate audiences.,
HS,English Language Arts,English IV,14,"Writing/Literary Texts. Students write literary texts to express their ideas and feelings about real or imagined people, events, and ideas. Students are responsible for at least two forms of literary writing. Students are expected to:",
HS,English Language Arts,English IV,14.a,"Write an engaging story with a well-developed conflict and resolution, a clear theme, complex and non-stereotypical characters, a range of literary strategies (e.g., dialogue, suspense), devices to enhance the plot, and sensory details that define the mood or tone;","short story, "
HS,English Language Arts,English IV,14.b,"Write a poem that reflects an awareness of poetic conventions and traditions within different forms (e.g., sonnets, ballads, free verse); and","poetry, "
HS,English Language Arts,English IV,14.c,"Write a script with an explicit or implicit theme, using a variety of literary techniques.","drama, theater, play, "
HS,English Language Arts,English IV,15,Writing/Expository and Procedural Texts. Students write expository and procedural or work-related texts to communicate ideas and information to specific audiences for specific purposes. Students are expected to:,
HS,English Language Arts,English IV,15.a,Write an analytical essay of sufficient length that includes:,"Rhetorical Analysis, "
HS,English Language Arts,English IV,15.a.i,Effective introductory and concluding paragraphs and a variety of sentence structures;,
HS,English Language Arts,English IV,15.a.ii,"Rhetorical devices, and transitions between paragraphs;",
HS,English Language Arts,English IV,15.a.iii,A clear thesis statement or controlling idea;,
HS,English Language Arts,English IV,15.a.iv,A clear organizational schema for conveying ideas;,
HS,English Language Arts,English IV,15.a.v,Relevant and substantial evidence and well-chosen details;,
HS,English Language Arts,English IV,15.a.vi,"Information on all relevant perspectives and consideration of the validity, reliability, and relevance of primary and secondary sources; and",
HS,English Language Arts,English IV,15.a.vii,An analysis of views and information that contradict the thesis statement and the evidence presented for it;,
HS,English Language Arts,English IV,15.b,"Write procedural and work-related documents (e.g., résumés, proposals, college applications, operation manuals) that include:","How To, "
HS,English Language Arts,English IV,15.b.i,A clearly stated purpose combined with a well-supported viewpoint on the topic;,
HS,English Language Arts,English IV,15.b.ii,"Appropriate formatting structures (e.g., headings, graphics, white space);",
HS,English Language Arts,English IV,15.b.iii,Relevant questions that engage readers and address their potential problems and misunderstandings;,
HS,English Language Arts,English IV,15.b.iv,Accurate technical information in accessible language; and,
HS,English Language Arts,English IV,15.b.v,Appropriate organizational structures supported by facts and details (documented if appropriate);,
HS,English Language Arts,English IV,15.c,Write an interpretation of an expository or a literary text that:,"Literary Analysis, "
HS,English Language Arts,English IV,15.c.i,Advances a clear thesis statement;,
HS,English Language Arts,English IV,15.c.ii,Addresses the writing skills for an analytical essay including references to and commentary on quotations from the text;,
HS,English Language Arts,English IV,15.c.iii,Analyzes the aesthetic effects of an author's use of stylistic or rhetorical devices;,
HS,English Language Arts,English IV,15.c.iv,"Identifies and analyzes ambiguities, nuances, and complexities within the text; and",
HS,English Language Arts,English IV,15.c.v,Anticipates and responds to readers' questions and contradictory information; and,
HS,English Language Arts,English IV,15.d,"Produce a multimedia presentation (e.g., documentary, class newspaper, docudrama, infomercial, visual or textual parodies, theatrical production) with graphics, images, and sound that appeals to a specific audience and synthesizes information from multiple points of view.","powerpoint, "
HS,English Language Arts,English IV,16,"Writing/Persuasive Texts. Students write persuasive texts to influence the attitudes or actions of a specific audience on specific issues. Students are expected to write an argumentative essay (e.g., evaluative essays, proposals) to the appropriate audience that includes:","Argument, editorial, opinion, "
HS,English Language Arts,English IV,16.a,"A clear thesis or position based on logical reasons with various forms of support (e.g., hard evidence, reason, common sense, cultural assumptions);",
HS,English Language Arts,English IV,16.b,"Accurate and honest representation of divergent views (i.e., in the author's own words and not out of context);",
HS,English Language Arts,English IV,16.c,"An organizing structure appropriate to the purpose, audience, and context;",
HS,English Language Arts,English IV,16.d,Information on the complete range of relevant perspectives;,
HS,English Language Arts,English IV,16.e,Demonstrated consideration of the validity and reliability of all primary and secondary sources used;,
HS,English Language Arts,English IV,16.f,"Language attentively crafted to move a disinterested or opposed audience, using specific rhetorical devices to back up assertions (e.g., appeals to logic, emotions, ethical beliefs); and",
HS,English Language Arts,English IV,16.g,"An awareness and anticipation of audience response that is reflected in different levels of formality, style, and tone.",
HS,English Language Arts,English IV,17,Oral and Written Conventions/Conventions. Students understand the function of and use the conventions of academic language when speaking and writing. Students will continue to apply earlier standards with greater complexity. Students are expected to:,"formal english, "
HS,English Language Arts,English IV,17.a,"Use and understand the function of different types of clauses and phrases (e.g., adjectival, noun, adverbial clauses and phrases); and",
HS,English Language Arts,English IV,17.b,"Use a variety of correctly structured sentences (e.g., compound, complex, compound-complex).",
HS,English Language Arts,English IV,18,"Oral and Written Conventions/Handwriting, Capitalization, and Punctuation. Students write legibly and use appropriate capitalization and punctuation conventions in their compositions. Students are expected to correctly and consistently use conventions of punctuation and capitalization.","grammar, "
HS,English Language Arts,English IV,19,"Oral and Written Conventions/Spelling. Students spell correctly. Students are expected to spell correctly, including using various resources to determine and check correct spellings.",
HS,English Language Arts,English IV,20,Research/Research Plan. Students ask open-ended research questions and develop a plan for answering them. Students are expected to:,"prewriting, "
HS,English Language Arts,English IV,20.a,"Brainstorm, consult with others, decide upon a topic, and formulate a major research question to address the major research topic; and",
HS,English Language Arts,English IV,20.b,"Formulate a plan for engaging in in-depth research on a complex, multi-faceted topic.",
HS,English Language Arts,English IV,21,"Research/Gathering Sources. Students determine, locate, and explore the full range of relevant sources addressing a research question and systematically record the information they gather. Students are expected to:",
HS,English Language Arts,English IV,21.a,"Follow the research plan to gather evidence from experts on the topic and texts written for informed audiences in the field, distinguishing between reliable and unreliable sources and avoiding over-reliance on one source;","note cards, "
HS,English Language Arts,English IV,21.b,"Systematically organize relevant and accurate information to support central ideas, concepts, and themes, outline ideas into conceptual maps/timelines, and separate factual data from complex inferences; and",
HS,English Language Arts,English IV,21.c,"Paraphrase, summarize, quote, and accurately cite all researched information according to a standard format (e.g., author, title, page number), differentiating among primary, secondary, and other sources.",
HS,English Language Arts,English IV,22,Research/Synthesizing Information. Students clarify research questions and evaluate and synthesize collected information. Students are expected to:,"revise, "
HS,English Language Arts,English IV,22.a,Modify the major research question as necessary to refocus the research plan;,
HS,English Language Arts,English IV,22.b,Differentiate between theories and the evidence that supports them and determine whether the evidence found is weak or strong and how that evidence helps create a cogent argument; and,
HS,English Language Arts,English IV,22.c,Critique the research process at each step to implement changes as the need occurs and is identified.,
HS,English Language Arts,English IV,23,Research/Organizing and Presenting Ideas. Students organize and present their ideas and information according to the purpose of the research and their audience. Students are expected to synthesize the research into an extended written or oral presentation that:,
HS,English Language Arts,English IV,23.a,"Provides an analysis that supports and develops personal opinions, as opposed to simply restating existing information;",
HS,English Language Arts,English IV,23.b,Uses a variety of formats and rhetorical strategies to argue for the thesis;,
HS,English Language Arts,English IV,23.c,Develops an argument that incorporates the complexities of and discrepancies in information from multiple sources and perspectives while anticipating and refuting counter-arguments;,
HS,English Language Arts,English IV,23.d,"Uses a style manual (e.g., Modern Language Association, Chicago Manual of Style) to document sources and format written materials; and","mla, apa, "
HS,English Language Arts,English IV,23.e,Is of sufficient length and complexity to address the topic.,
HS,English Language Arts,English IV,24,Listening and Speaking/Listening. Students will use comprehension skills to listen attentively to others in formal and informal settings. Students will continue to apply earlier standards with greater complexity. Students are expected to:,"pay attention, communication, "
HS,English Language Arts,English IV,24.a,Listen responsively to a speaker by framing inquiries that reflect an understanding of the content and by identifying the positions taken and the evidence in support of those positions; and,
HS,English Language Arts,English IV,24.b,"Assess the persuasiveness of a presentation based on content, diction, rhetorical strategies, and delivery.",
HS,English Language Arts,English IV,26,"Listening and Speaking/Teamwork. Students work productively with others in teams. Students will continue to apply earlier standards with greater complexity. Students are expected to participate productively in teams, offering ideas or judgments that are purposeful in moving the team towards goals, asking relevant and insightful questions, tolerating a range of positions and ambiguity in decision-making, and evaluating the work of the group based on agreed-upon criteria.","group, communication, "
HS,English Language Arts,English IV,25,"Listening and Speaking/Speaking. Students speak clearly and to the point, using the conventions of language. Students will continue to apply earlier standards with greater complexity. Students are expected to formulate sound arguments by using elements of classical speeches (e.g., introduction, first and second transitions, body, and conclusion), the art of persuasion, rhetorical devices, eye contact, speaking rate (e.g., pauses for effect), volume, enunciation, purposeful gestures, and conventions of language to communicate ideas effectively.","participation, communication, "
HS,Math,Geometry,1,"Geometric structure. The student understands the structure of, and relationships within, an axiomatic system. The student is expected to: ",
HS,Math,Geometry,1.a,"Develop an awareness of the structure of a mathematical system, connecting definitions, postulates, logical reasoning, and theorems; ","foundation, history, fundament, geomet, "
HS,Math,Geometry,1.b,Recognize the historical development of geometric systems and know mathematics is developed for a variety of purposes; and ,"Euclid, Greek, history, Alexand, dimension, "
HS,Math,Geometry,1.c,Compare and contrast the structures and implications of Euclidean and non-Euclidean geometries. ,"difference, axiom, deduc, induc, parallel, "
HS,Math,Geometry,2,Geometric structure. The student analyzes geometric relationships in order to make and verify conjectures. The student is expected to: ,"conclu, support, shape, "
HS,Math,Geometry,2.a,Use constructions to explore attributes of geometric figures and to make conjectures about geometric relationships; and ,"shape, apply, relat, "
HS,Math,Geometry,2.b,"Make conjectures about angles, lines, polygons, circles, and three-dimensional figures and determine the validity of the conjectures, choosing from a variety of approaches such as coordinate, transformational, or axiomatic. ","conclu, axiom, graph, "
HS,Math,Geometry,3,Geometric structure. The student applies logical reasoning to justify and prove mathematical statements. The student is expected to: ,"explain, show, "
HS,Math,Geometry,3.a,"Determine the validity of a conditional statement, its converse, inverse, and contrapositive; ","support, claim, conclu, "
HS,Math,Geometry,3.b,Construct and justify statements about geometric figures and their properties; ,"shape, conclu, "
HS,Math,Geometry,3.c,Use logical reasoning to prove statements are true and find counter examples to disprove statements that are false; ,
HS,Math,Geometry,3.d,Use inductive reasoning to formulate a conjecture; and ,"conclu, equat, "
HS,Math,Geometry,3.e,Use deductive reasoning to prove a statement. ,"solve, claim, conclu, "
HS,Math,Geometry,4,"Geometric structure. The student uses a variety of representations to describe geometric relationships and solve problems. The student is expected to select an appropriate representation (concrete, pictorial, graphical, verbal, or symbolic) in order to solve problems. ","graph, picture, explain, symbol, "
HS,Math,Geometry,5,Geometric patterns. The student uses a variety of representations to describe geometric relationships and solve problems. The student is expected to: ,
HS,Math,Geometry,5.a,Use numeric and geometric patterns to develop algebraic expressions representing geometric  properties,"equation, shape, size, geomet, "
HS,Math,Geometry,5.b,"Use numeric and geometric patterns to make generalizations about geometric properties, including properties of polygons, ratios in similar figures and solids, and angle relationships in polygons and circles; ","measure, conclu, shape, "
HS,Math,Geometry,5.c,"Use properties of transformations and their compositions to make connections between mathematics and the real world, such as tessellations; and ","daily, life, plane, tilt, "
HS,Math,Geometry,5.d,"Identify and apply patterns from right triangles to solve meaningful problems, including special right triangles (45-45-90 and 30-60-90) and triangles whose sides are Pythagorean triples. ","use, daily, triangle, "
HS,Math,Geometry,6,Dimensionality and the geometry of location. The student analyzes the relationship between three-dimensional geometric figures and related two-dimensional representations and uses these representations to solve problems. The student is expected to: ,"analy, dimension, place, "
HS,Math,Geometry,6.a,Describe and draw the intersection of a given plane with various three-dimensional geometric figures; ,"graph, shape, "
HS,Math,Geometry,6.b,Use nets to represent and construct three-dimensional geometric figures; and ,"shape, build, create, show, "
HS,Math,Geometry,6.c,Use orthographic and isometric views of three-dimensional geometric figures to represent and construct three-dimensional geometric figures and solve problems. ,"plane, graph, projection, axis, shape, "
HS,Math,Geometry,7,Dimensionality and the geometry of location. The student understands that coordinate systems provide convenient and efficient ways of representing geometric figures and uses them accordingly. The student is expected to: ,"shape, apply, graph, point, "
HS,Math,Geometry,7.a,"Use one- and two-dimensional coordinate systems to represent points, lines, rays, line segments, and figures; ","part, graph, shape, point, "
HS,Math,Geometry,7.b,"Use slopes and equations of lines to investigate geometric relationships, including parallel lines, perpendicular lines, and special segments of triangles and other polygons; and ","part, shape, graph, point, "
HS,Math,Geometry,7.c,"Derive and use formulas involving length, slope, and midpoint. ","apply, "
HS,Math,Geometry,8,"Congruence and the geometry of size. The student uses tools to determine measurements of geometric figures and extends measurement concepts to find perimeter, area, and volume in problem situations. The student is expected to: ","shape, "
HS,Math,Geometry,8.a,"Find areas of regular polygons, circles, and composite figures; ","shape, "
HS,Math,Geometry,8.b,Find areas of sectors and arc lengths of circles using proportional reasoning; ,"quantit, formal, informal, "
HS,Math,Geometry,8.c,"Derive, extend, and use the Pythagorean Theorem; ","apply, "
HS,Math,Geometry,8.d,"Find surface areas and volumes of prisms, pyramids, spheres, cones, cylinders, and composites of these figures in problem situations; ","everyday, daily, "
HS,Math,Geometry,8.e,Use area models to connect geometry to probability and statistics; and ,"manipulat, number, "
HS,Math,Geometry,8.f,Use conversions between measurement systems to solve problems in real-world situations. ,"compare, daily, "
HS,Math,Geometry,9,Congruence and the geometry of size. The student analyzes properties and describes relationships in geometric figures. The student is expected to: ,
HS,Math,Geometry,9.a,Formulate and test conjectures about the properties of parallel and perpendicular lines based on explorations and concrete models; ,"guess, apply, line, conclu, "
HS,Math,Geometry,9.b,Formulate and test conjectures about the properties and attributes of polygons and their component parts based on explorations and concrete models; ,"guess, apply, polygon, conclu, "
HS,Math,Geometry,9.c,Formulate and test conjectures about the properties and attributes of circles and the lines that intersect them based on explorations and concrete models; and ,"guess, apply, circle, conclu, "
HS,Math,Geometry,9.d,Analyze the characteristics of polyhedra and other three-dimensional figures and their component parts based on explorations and concrete models. ,"analy, qualit, polyhedra, "
HS,Math,Geometry,10,Congruence and the geometry of size. The student applies the concept of congruence to justify properties of figures and solve problems. The student is expected to: ,
HS,Math,Geometry,10.a,Use congruence transformations to make conjectures and justify properties of geometric figures including figures represented on a coordinate plane; and ,"congruenc, explain, explain, coordinat, plane, "
HS,Math,Geometry,10.b,Justify and apply triangle congruence relationships. ,"use, triangle, congruenc, "
HS,Math,Geometry,11,Similarity and the geometry of shape. The student applies the concepts of similarity to justify properties of figures and solve problems. The student is expected to: ,
HS,Math,Geometry,11.a,Use and extend similarity properties and transformations to explore and justify conjectures about geometric figures; ,"similar, transform, explain, geomet, "
HS,Math,Geometry,11.b,Use ratios to solve problems involving similar figures; ,
HS,Math,Geometry,11.c,"Develop, apply, and justify triangle similarity relationships, such as right triangle ratios, trigonometric ratios, and Pythagorean triples using a variety of methods; and ","use , similar, right, trigonom, Pythagor, "
HS,Math,Geometry,11.d,"Describe the effect on perimeter, area, and volume when one or more dimensions of a figure are changed and apply this idea in solving problems. ",
HS,Social Studies,Government,1,History. The student understands major political ideas and forms of government in history. The student is expected to:,
HS,Social Studies,Government,1.a,"Explain major political ideas in history, including the laws of nature and nature's God, unalienable rights, divine right of kings, social contract theory, and the rights of resistance to illegitimate government;","Declaration of Independence, John Locke, Thomas Hobbes, Jacques Rousseau, "
HS,Social Studies,Government,1.b,"Identify major intellectual, philosophical, political, and religious traditions that informed the American founding, including Judeo-Christian (especially biblical law), English common law and constitutionalism, Enlightenment, and republicanism, as they address issues of liberty, rights, and responsibilities of individuals;","Statutory Law, Founding Fathers, Voltaire, Montesquieu, "
HS,Social Studies,Government,1.c,"Identify the individuals whose principles of laws and government institutions informed the American founding documents, including those of Moses, William Blackstone, John Locke, and Charles de Montesquieu;","Commentaries on the Laws of England, natural rights, separation of powers, checks and balances, "
HS,Social Studies,Government,1.d,"Identify the contributions of the political philosophies of the Founding Fathers, including John Adams, Alexander Hamilton, Thomas Jefferson, James Madison, John Jay, George Mason, Roger Sherman, and James Wilson, on the development of the U.S. government;","Revolutionary War, US Constitution, Declaration of Independance, Federalist Papers, "
HS,Social Studies,Government,1.e,Examine debates and compromises that impacted the creation of the founding documents; and,"The  Virginia Plan, the New Jersey Plan, The Great Compromise, Three-fifths Compromise, "
HS,Social Studies,Government,1.f,"Identify significant individuals in the field of government and politics, including George Washington, Thomas Jefferson, John Marshall, Andrew Jackson, Abraham Lincoln, Theodore Roosevelt, Franklin D. Roosevelt, and Ronald Reagan.","Louisiana Purchase, Supreme Court, Republican Party, The Great Depression, "
HS,Social Studies,Government,2,"History. The student understands the roles played by individuals, political parties, interest groups, and the media in the U.S. political system, past and present. The student is expected to:",
HS,Social Studies,Government,2.a,"Give examples of the processes used by individuals, political parties, interest groups, or the media to affect public policy; and","voting, lobbying, campaign, boycott, "
HS,Social Studies,Government,2.b,"Analyze the impact of political changes brought about by individuals, political parties, interest groups, or the media, past and present.","third party canidate, Ron Paul, Civil Rights movement, citizens united v FEC, "
HS,Social Studies,Government,3,Geography. The student understands how geography can influence U.S. political divisions and policies. The student is expected to:,
HS,Social Studies,Government,3.a,Understand how population shifts affect voting patterns;,"Westward expansion, urbaniztion, great migration, Rust Belt to Sun Belt, "
HS,Social Studies,Government,3.b,Examine political boundaries to make inferences regarding the distribution of political power; and,"gerrymandering, House of Repersentatives, "
HS,Social Studies,Government,3.c,Explain how political divisions are crafted and how they are affected by Supreme Court decisions such as Baker v. Carr.,"census, apportionment, redistricting, "
HS,Social Studies,Government,4,Geography. The student understands why certain places or regions are important to the United States. The student is expected to:,
HS,Social Studies,Government,4.a,Identify the significance to the United States of the location and key natural resources of selected global places or regions; and,"current events, oil, Middle East, Tiawan, "
HS,Social Studies,Government,4.b,Analyze how U.S. foreign policy affects selected places and regions.,"oil and Middle East, immigration and Mexico, current events, "
HS,Social Studies,Government,5,"Economics. The student understands the roles played by local, state, and national governments in both the public and private sectors of the U.S. free enterprise system. The student is expected to:",
HS,Social Studies,Government,5.a,"Explain how government fiscal, monetary, and regulatory policies influence the economy at the local, state, and national levels;","fiat money, free enterprise, Federal Reserve, "
HS,Social Studies,Government,5.b,Identify the sources of revenue and expenditures of the U. S. government and analyze their impact on the U.S. economy;,"taxtion, defense, entitlements, education, "
HS,Social Studies,Government,5.c,Compare the role of government in the U.S. free enterprise system and other economic systems; and,"socialism, communism, capitalism, "
HS,Social Studies,Government,5.d,Understand how government taxation and regulation can serve as restrictions to private enterprise.,"regulation, product testing, monopolies, health regulation, "
HS,Social Studies,Government,6,Economics. The student understands the relationship between U.S. government policies and the economy. The student is expected to:,
HS,Social Studies,Government,6.a,Examine how the U.S. government uses economic resources in foreign policy; and,
HS,Social Studies,Government,6.b,Understand the roles of the executive and legislative branches in setting international trade and fiscal policies.,
HS,Social Studies,Government,7,Government. The student understands the American beliefs and principles reflected in the U.S. Constitution and why these are significant. The student is expected to:,
HS,Social Studies,Government,7.a,Explain the importance of a written constitution;,
HS,Social Studies,Government,7.b,Evaluate how the federal government serves the purposes set forth in the Preamble to the U.S. Constitution;,
HS,Social Studies,Government,7.c,"Analyze how the Federalist Papers such as Number 10, Number 39, and Number 51 explain the principles of the American constitutional system of government;",
HS,Social Studies,Government,7.d,"Evaluate constitutional provisions for limiting the role of government, including republicanism, checks and balances, federalism, separation of powers, popular sovereignty, and individual rights;",
HS,Social Studies,Government,7.e,Describe the constitutionally prescribed procedures by which the U.S. Constitution can be changed and analyze the role of the amendment process in a constitutional government;,
HS,Social Studies,Government,7.f,Identify how the American beliefs and principles reflected in the Declaration of Independence and the U.S. Constitution contribute to both a national identity and federal identity and are embodied in the United States today; and,
HS,Social Studies,Government,7.g,"Examine the reasons the Founding Fathers protected religious freedom in America and guaranteed its free exercise by saying that Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof, and compare and contrast this to the phrase, separation of church and state.",
